EventDate,CounterID,ClientIP,SearchEngineID,SearchPhrase,ResolutionWidth,Title,IsRefresh,DontCountHits
2025-06-26,4147,203.216.215.166,2,numpy arrays,1440,Pricing Plans,0,0
2025-09-19,3377,250.161.106.214,3,agile methodology,1536,Home Page,0,0
2025-02-25,2887,241.73.250.120,3,data science,2560,Home Page,0,0
2025-01-23,6735,45.130.164.13,5,business intelligence,1440,News and Updates,0,1
2025-05-05,2932,224.87.181.141,5,devops practices,1920,News and Updates,0,1
2025-04-01,6364,241.67.86.255,3,business intelligence,1440,Customer Reviews,0,1
2025-04-02,2368,38.61.212.255,0,neural networks,1536,Terms of Service,1,0
2025-10-06,2070,140.84.121.154,0,python tutorial,1920,Order Confirmation,0,0
2025-07-19,6078,32.120.155.73,0,business intelligence,1366,Careers,1,0
2025-05-30,2534,55.206.252.109,0,snowflake tutorial,1440,Partners Page,0,0
2025-05-09,3783,65.46.153.144,5,snowflake tutorial,1366,Testimonials,0,0
2025-09-12,4278,225.27.209.244,0,business intelligence,1024,Press Releases,1,0
2025-07-10,7863,80.120.76.209,1,deep learning,1920,Shopping Cart,0,0
2025-03-23,2584,24.211.231.240,0,big data,1366,Search Results,0,0
2025-09-06,1467,51.132.131.211,2,business intelligence,3840,Product Details,1,1
2025-03-13,1927,204.47.58.55,2,data warehouse,768,Tutorial: Getting Started,0,0
2025-03-16,9843,123.79.211.40,0,machine learning,2560,Customer Reviews,0,0
2025-04-19,2947,176.180.12.62,0,natural language processing,1024,Case Studies,0,0
2025-02-18,6982,62.252.254.146,4,pandas dataframe,1280,Testimonials,0,0
2025-09-26,3332,55.40.98.107,4,data warehouse,1536,Terms of Service,1,0
2025-08-27,4404,186.9.25.50,0,code review,1280,Community Forum,1,0
2024-12-03,2799,15.4.74.212,0,cloud computing,1366,Help Center,1,0
2025-09-16,5097,91.9.12.5,2,microservices,1440,User Dashboard,0,0
2025-05-11,5733,55.63.106.73,0,data science,2560,Checkout Page,0,0
2025-05-18,1887,59.174.123.207,2,natural language processing,1024,Terms of Service,0,0
2025-10-08,3666,123.226.48.179,2,neural networks,3840,Case Studies,0,1
2024-12-19,7932,252.131.86.208,3,api development,768,Pricing Plans,0,0
2025-01-11,8016,5.135.49.178,3,data science,2560,Features Overview,1,0
2025-05-11,8804,162.200.109.123,4,agile methodology,1280,Press Releases,0,0
2025-08-29,3756,91.32.51.168,1,,1536,Customer Reviews,1,0
2025-03-09,3071,39.201.228.249,0,kubernetes,768,FAQ - Frequently Asked Questions,1,0
2025-11-09,5811,66.150.195.217,5,neural networks,2560,Documentation,0,0
2024-12-20,9842,205.42.74.146,2,kubernetes,1024,Contact Information,0,0
2025-06-26,7427,17.211.70.238,4,software engineering,1536,Order Confirmation,1,0
2025-06-21,4482,167.102.117.195,0,big data,3840,Case Studies,0,0
2025-08-02,1502,199.43.254.2,1,project management,3840,Privacy Policy,0,0
2025-04-21,9604,238.137.37.202,2,api development,768,Privacy Policy,0,1
2025-03-04,1665,32.141.112.185,1,docker containers,2560,Product Catalog,0,0
2025-04-12,2392,11.91.198.250,4,,1366,Support Portal,1,0
2025-05-10,7468,100.130.101.95,0,natural language processing,768,Features Overview,0,0
2024-12-07,5596,168.43.116.188,3,deep learning,1536,Support Portal,0,0
2025-04-27,2358,82.251.64.26,5,,1536,About Us,0,0
2025-01-26,6659,203.142.194.205,4,neural networks,1440,Checkout Page,0,1
2025-05-24,9412,65.61.167.32,0,,768,Privacy Policy,0,0
2025-04-09,7718,246.13.91.103,1,,1024,Features Overview,0,0
2025-06-26,2309,1.74.10.120,4,devops practices,1024,Press Releases,0,0
2024-12-10,5891,10.9.122.34,0,microservices,1536,User Dashboard,1,0
2025-07-18,8789,41.105.236.12,3,numpy arrays,3840,Contact Information,0,0
2025-08-10,9923,96.236.39.103,5,data analytics,1536,Case Studies,0,0
2025-09-27,3145,94.117.30.153,0,docker containers,1024,Help Center,0,0
2025-11-13,2643,197.22.76.113,4,numpy arrays,1280,Press Releases,1,0
2025-06-12,9621,52.169.41.208,1,database design,1280,Product Details,1,0
2025-06-18,2782,36.28.246.109,2,artificial intelligence,1440,News and Updates,0,0
2025-11-05,3240,150.28.164.174,4,database design,2560,Community Forum,0,0
2025-11-16,4546,29.41.213.4,5,big data,1024,Checkout Page,0,0
2025-07-23,9896,168.242.223.128,5,neural networks,1440,Product Details,0,1
2025-09-09,9481,219.192.225.197,2,,1280,Features Overview,0,0
2025-01-18,8596,64.235.47.114,2,natural language processing,1536,Events Calendar,0,0
2025-04-26,7673,83.249.253.126,5,microservices,1536,Tutorial: Getting Started,0,0
2025-07-22,8046,118.219.212.55,3,web development,768,Blog Post - Tech News,0,0
2025-05-08,7488,234.133.163.165,4,big data,1280,Features Overview,0,0
2025-07-11,3052,108.210.187.75,2,web development,1440,Community Forum,1,1
2025-04-23,9967,244.27.132.187,3,machine learning,1024,About Us,1,0
2025-10-12,5497,106.84.208.250,1,business intelligence,768,News and Updates,0,0
2025-10-05,9186,192.177.220.217,2,docker containers,1280,Search Results,1,0
2025-04-26,6350,58.182.193.181,3,project management,1440,Careers,1,1
2025-01-02,8520,217.156.136.153,5,database design,1920,Search Results,0,0
2025-01-15,1860,110.50.238.18,2,machine learning,1440,Careers,1,0
2025-06-27,4455,23.174.220.205,4,docker containers,1366,Testimonials,0,0
2025-07-17,7912,93.248.186.130,4,data analytics,1440,Testimonials,1,0
2025-05-01,8963,167.130.166.174,5,docker containers,1440,Privacy Policy,0,0
2024-12-11,9833,143.162.135.36,2,computer vision,768,Testimonials,1,0
2025-06-04,2818,22.99.134.191,3,data analytics,2560,Events Calendar,0,0
2025-09-06,1096,227.182.69.8,0,data analytics,1920,Home Page,0,0
2025-02-27,6456,103.170.231.116,1,big data,1366,Case Studies,0,0
2024-12-19,2998,142.127.31.113,2,agile methodology,768,Home Page,1,1
2024-11-27,9873,203.208.214.26,1,computer vision,1536,Account Settings,0,0
2025-09-13,3154,206.37.61.63,2,kubernetes,1366,Case Studies,0,1
2025-08-22,9288,169.242.205.46,3,data analytics,1366,Privacy Policy,1,0
2025-05-12,3402,95.78.141.108,3,database design,2560,Product Catalog,0,0
2025-08-19,1083,132.215.18.239,3,docker containers,1440,Terms of Service,1,0
2025-01-07,1712,148.129.139.106,0,code review,3840,Events Calendar,1,0
2024-12-22,6522,120.227.79.109,3,,1366,Checkout Page,0,0
2025-03-05,6993,6.11.27.54,0,pandas dataframe,3840,Tutorial: Getting Started,0,0
2025-03-23,1355,240.67.247.39,2,natural language processing,1920,Shopping Cart,0,0
2025-04-30,1214,156.89.224.3,2,snowflake tutorial,1536,Terms of Service,0,1
2025-11-20,1647,47.186.33.52,1,artificial intelligence,1920,News and Updates,0,0
2025-08-31,8663,14.139.235.17,4,,1024,Shopping Cart,0,0
2025-09-30,9587,176.240.156.194,5,microservices,1920,Features Overview,0,0
2025-04-04,1724,29.103.22.9,3,natural language processing,1440,Contact Information,0,0
2025-09-28,3990,121.125.75.93,4,business intelligence,1536,Support Portal,0,0
2025-03-22,7994,3.221.218.16,1,python tutorial,1280,News and Updates,1,0
2024-12-29,1617,158.38.247.109,1,software engineering,1536,Partners Page,1,0
2024-12-05,1242,22.218.247.255,4,deep learning,1440,Search Results,1,1
2025-06-21,3581,172.181.38.178,2,snowflake tutorial,1280,Help Center,0,1
2025-05-01,6814,220.230.190.205,3,microservices,768,Community Forum,0,0
2025-10-01,9167,233.126.215.50,3,pandas dataframe,1280,Order Confirmation,0,0
2025-07-28,4539,226.136.2.211,2,kubernetes,1536,Features Overview,0,0
2025-05-09,6919,65.199.79.146,3,deep learning,2560,Terms of Service,0,1
2025-10-11,3111,106.123.220.58,2,docker containers,1536,Community Forum,1,1
2025-05-05,1680,6.206.85.46,2,natural language processing,3840,Careers,0,0
2025-09-27,5331,181.162.83.82,1,,2560,News and Updates,0,0
2025-03-10,8354,141.140.126.218,1,numpy arrays,1024,Contact Information,0,1
2025-11-16,2098,239.51.95.15,0,natural language processing,1280,Help Center,0,0
2025-06-30,8489,230.33.162.141,1,,1920,User Dashboard,0,0
2025-02-18,8260,167.177.178.114,2,agile methodology,1440,Account Settings,0,0
2025-10-18,3796,179.73.232.75,5,machine learning,1366,Shopping Cart,1,0
2025-08-08,6903,117.170.11.243,2,python tutorial,1536,Press Releases,1,0
2025-07-31,5196,151.105.156.15,2,cloud computing,1024,Order Confirmation,1,0
2025-04-12,5305,105.39.235.151,1,natural language processing,1280,Terms of Service,0,0
2024-12-21,3952,177.30.45.0,2,deep learning,1536,FAQ - Frequently Asked Questions,0,0
2025-02-06,1913,32.40.199.66,1,computer vision,1440,Product Catalog,0,0
2025-01-06,4661,37.63.29.85,2,docker containers,768,About Us,0,0
2025-09-15,9164,74.151.240.209,3,software engineering,3840,Order Confirmation,0,0
2025-09-25,5384,233.80.233.152,4,python tutorial,1280,Community Forum,0,0
2025-02-26,8046,239.154.214.131,2,sql queries,1024,Account Settings,0,0
2024-12-29,1903,17.239.177.159,2,deep learning,768,Partners Page,0,1
2025-07-20,8093,102.3.164.14,5,pandas dataframe,1536,Features Overview,0,1
2025-04-18,6821,152.84.2.214,2,code review,768,Blog Post - Tech News,0,1
2025-01-30,5305,254.155.110.11,3,,1280,Terms of Service,1,0
2025-05-09,4928,93.86.251.234,3,data warehouse,2560,About Us,0,0
2025-09-27,5002,203.219.176.172,4,natural language processing,768,Support Portal,0,0
2025-10-22,5292,7.76.241.22,4,web development,2560,Support Portal,0,1
2025-04-15,1387,26.231.168.182,0,code review,768,User Dashboard,0,1
2025-07-07,9838,50.39.49.68,4,sql queries,1536,Terms of Service,0,0
2025-09-21,9244,111.107.20.162,0,code review,1366,About Us,1,0
2024-11-26,7168,115.95.245.193,1,,1366,Testimonials,0,0
2025-05-21,1821,75.125.236.133,2,data analytics,1440,Partners Page,0,1
2025-11-09,6811,72.103.224.136,2,data warehouse,1440,Checkout Page,0,0
2025-07-01,6666,96.79.104.11,1,deep learning,1024,Search Results,1,0
2025-04-16,2519,131.157.186.29,3,unit testing,1440,Customer Reviews,0,0
2025-01-08,4212,3.167.138.192,3,agile methodology,1366,Testimonials,0,0
2025-05-21,5897,12.72.102.118,2,deep learning,1440,Press Releases,0,0
2024-11-22,3952,135.125.219.152,0,neural networks,1920,Careers,0,0
2025-02-28,2557,226.254.104.210,2,kubernetes,768,Privacy Policy,1,0
2025-09-21,2715,37.240.70.150,0,web development,1024,Blog Post - Tech News,0,0
2025-08-09,1909,113.132.132.30,4,natural language processing,1536,Search Results,1,0
2025-07-30,5800,43.100.105.68,0,pandas dataframe,1024,Documentation,1,1
2025-04-05,8542,176.37.217.218,0,neural networks,1440,Search Results,1,1
2025-04-09,6046,22.183.48.191,1,microservices,1366,Press Releases,0,0
2025-03-01,5669,234.150.141.253,5,sql queries,1440,Product Details,0,1
2025-04-21,6592,213.120.152.158,2,computer vision,1440,Privacy Policy,0,0
2024-12-20,3482,230.45.89.89,1,sql queries,768,Events Calendar,0,1
2025-01-18,3813,150.75.206.197,0,python tutorial,1920,Careers,0,0
2025-10-13,8830,166.1.98.250,4,deep learning,1280,Features Overview,0,1
2025-03-05,7466,4.95.7.155,5,python tutorial,1920,Documentation,0,0
2024-12-05,3903,231.159.72.99,4,snowflake tutorial,1366,Terms of Service,0,0
2025-11-04,7706,201.227.138.63,5,data warehouse,768,FAQ - Frequently Asked Questions,0,0
2025-04-03,6217,11.48.130.212,4,pandas dataframe,1440,Testimonials,1,0
2025-07-03,7125,77.75.209.23,4,,1536,Product Catalog,0,1
2025-05-01,8840,80.129.208.95,0,computer vision,1280,Events Calendar,0,0
2025-07-14,7632,225.228.121.207,2,computer vision,3840,About Us,0,0
2025-02-05,8862,220.243.8.153,3,api development,2560,Home Page,0,0
2025-05-15,2722,222.84.213.163,4,python tutorial,1280,FAQ - Frequently Asked Questions,0,0
2025-11-10,1396,43.99.4.186,4,database design,1536,Community Forum,0,1
2025-01-09,3141,154.158.55.55,2,,1280,Privacy Policy,0,0
2025-06-17,1897,41.190.128.124,3,web development,1440,Customer Reviews,0,0
2025-02-04,7536,138.39.242.61,5,kubernetes,1280,Customer Reviews,0,1
2025-03-29,8927,251.141.246.196,3,neural networks,768,Features Overview,0,0
2025-02-26,4538,139.63.83.107,0,microservices,1440,Documentation,0,0
2025-11-03,4722,112.160.53.92,4,artificial intelligence,1920,FAQ - Frequently Asked Questions,0,0
2025-06-06,4606,74.231.163.221,5,data science,768,Home Page,0,0
2025-05-20,5589,50.142.206.33,0,big data,3840,FAQ - Frequently Asked Questions,0,0
2025-01-24,2362,243.97.94.95,4,,1440,Checkout Page,0,0
2025-10-28,5363,2.235.21.71,4,pandas dataframe,1366,Search Results,0,0
2025-09-11,4701,248.229.61.79,5,artificial intelligence,1366,Customer Reviews,0,0
2025-02-14,7861,170.210.72.106,2,machine learning,1280,Product Catalog,1,0
2025-02-19,5226,201.235.16.25,4,machine learning,768,Tutorial: Getting Started,1,0
2025-02-27,9012,226.49.76.106,4,data analytics,1024,Testimonials,0,0
2025-09-15,2136,172.134.191.184,4,artificial intelligence,1280,Testimonials,1,0
2025-05-18,7621,24.155.138.243,4,machine learning,1024,Events Calendar,1,0
2025-10-12,5782,82.187.51.48,0,numpy arrays,1366,Blog Post - Tech News,0,0
2025-11-22,7445,160.92.3.143,5,web development,1366,Tutorial: Getting Started,0,0
2025-06-08,7958,194.15.148.76,2,code review,3840,Home Page,0,1
2025-10-01,9060,223.37.203.81,5,python tutorial,3840,Help Center,0,1
2025-02-28,8242,79.213.233.159,0,data warehouse,1536,Press Releases,0,1
2025-04-24,7147,185.143.0.195,3,deep learning,1280,Customer Reviews,0,1
2025-04-05,5535,93.9.232.216,5,microservices,1440,Partners Page,1,0
2025-09-05,3158,163.67.233.103,2,natural language processing,1280,Order Confirmation,0,0
2024-11-27,4986,81.145.228.212,3,big data,1440,Terms of Service,0,1
2025-04-05,5423,228.197.163.96,2,numpy arrays,1440,Blog Post - Tech News,0,0
2025-06-27,6385,29.124.48.160,4,,1280,Checkout Page,0,0
2025-06-07,8645,38.213.227.207,0,data warehouse,2560,Documentation,1,0
2025-04-04,2119,213.69.138.117,2,cloud computing,1366,Account Settings,1,0
2024-11-22,5952,240.2.167.173,5,machine learning,1536,User Dashboard,0,0
2025-05-15,7001,23.143.191.242,1,devops practices,1366,User Dashboard,0,1
2025-01-07,5579,180.27.160.140,2,sql queries,1920,About Us,0,0
2024-12-05,6262,60.252.190.161,0,database design,1440,About Us,0,1
2025-09-25,5858,131.217.32.38,5,,1024,Product Details,1,1
2025-01-18,9821,239.22.9.6,1,snowflake tutorial,1024,About Us,0,1
2025-01-07,8950,88.67.117.69,4,cloud computing,768,Careers,0,0
2025-06-16,1491,247.110.49.117,0,pandas dataframe,1280,News and Updates,0,0
2025-05-14,2779,234.34.13.45,5,,3840,Search Results,0,0
2025-08-09,6601,140.72.231.94,1,,1536,Support Portal,0,0
2025-04-01,4995,1.69.152.7,1,web development,3840,Blog Post - Tech News,1,0
2025-01-29,1589,214.41.21.40,4,devops practices,768,Privacy Policy,0,0
2024-12-09,8033,37.184.170.67,0,neural networks,2560,Features Overview,1,0
2024-12-04,7963,60.183.223.135,0,devops practices,1024,Community Forum,0,0
2025-07-03,3498,89.185.138.61,0,deep learning,1366,Shopping Cart,0,0
2025-09-23,5102,151.65.249.198,4,computer vision,1024,Testimonials,0,0
2024-12-17,8888,5.29.112.78,4,project management,1920,Checkout Page,0,0
2025-11-14,1974,236.61.84.205,4,database design,768,Product Details,0,0
2025-11-05,7808,31.89.155.75,3,,768,User Dashboard,0,0
2025-02-08,4959,52.95.156.197,4,sql queries,768,About Us,0,0
2025-06-17,5466,111.169.136.64,3,big data,3840,Case Studies,0,0
2024-11-23,6766,207.133.128.63,3,machine learning,768,Contact Information,1,0
2025-01-30,8706,235.230.168.86,1,kubernetes,1366,Tutorial: Getting Started,0,1
2025-09-14,7087,31.156.39.55,0,,1440,Help Center,0,0
2025-03-14,6518,129.164.104.233,1,unit testing,2560,Documentation,0,0
2025-06-01,3252,83.185.64.138,0,big data,3840,Terms of Service,1,0
2025-08-27,3032,232.222.159.208,0,sql queries,768,Search Results,0,0
2025-09-12,6453,30.144.90.146,4,project management,2560,Account Settings,0,1
2025-08-23,9774,145.194.217.168,1,cloud computing,1536,Contact Information,0,1
2024-12-20,4650,101.230.7.218,3,machine learning,1366,Product Catalog,1,0
2024-12-06,4659,168.9.38.203,1,,2560,Partners Page,1,0
2024-12-18,8818,117.246.1.222,4,docker containers,3840,Careers,1,0
2025-06-21,3590,159.173.121.18,3,pandas dataframe,1920,Support Portal,0,0
2025-01-14,4263,78.187.151.39,3,big data,1280,Search Results,0,0
2025-01-23,3792,27.219.118.106,2,code review,1366,Features Overview,0,1
2025-07-24,8797,235.233.246.23,1,neural networks,768,Home Page,0,0
2025-11-11,3024,97.227.115.250,5,natural language processing,1536,Support Portal,1,0
2025-10-04,6550,80.133.49.116,2,web development,1920,Search Results,0,0
2025-01-22,5651,250.220.198.54,4,devops practices,1440,Shopping Cart,0,0
2024-12-19,4993,64.228.103.131,5,sql queries,1366,Pricing Plans,0,0
2025-06-29,5531,49.23.113.209,2,code review,1536,User Dashboard,0,0
2025-04-04,5470,61.140.183.188,1,cloud computing,3840,Product Catalog,0,0
2025-11-08,7268,204.213.55.247,3,artificial intelligence,1536,About Us,0,0
2025-08-06,4999,60.70.178.32,2,database design,3840,News and Updates,1,0
2025-10-05,8142,171.234.74.70,1,snowflake tutorial,1440,Documentation,0,0
2025-01-29,6110,94.109.117.185,5,api development,1280,Partners Page,0,1
2025-09-21,9462,186.225.17.160,1,code review,1440,Support Portal,1,0
2025-07-02,5760,60.172.158.5,4,cloud computing,1024,Case Studies,0,0
2024-12-19,2461,170.118.41.178,3,computer vision,768,Events Calendar,0,0
2025-05-18,3286,61.114.18.151,5,big data,2560,Community Forum,1,0
2025-03-17,7213,24.206.136.85,5,big data,1440,Checkout Page,0,0
2025-11-08,2819,141.233.88.143,5,microservices,2560,Support Portal,1,0
2025-09-26,7779,91.115.164.162,2,big data,1280,Documentation,0,0
2025-08-24,8173,249.217.246.142,0,,1280,Product Details,0,1
2025-04-05,1092,226.41.143.235,3,project management,1024,Home Page,0,0
2025-08-23,9278,18.63.77.87,2,neural networks,768,Home Page,0,0
2025-08-10,2395,114.193.243.117,1,numpy arrays,1920,Case Studies,0,0
2025-01-22,4090,120.225.230.234,1,artificial intelligence,1024,Features Overview,0,0
2025-08-08,3394,139.114.59.77,2,data warehouse,2560,Order Confirmation,0,1
2025-09-22,2248,128.125.151.148,4,machine learning,1024,About Us,1,0
2025-05-02,6167,236.125.210.98,0,snowflake tutorial,1024,About Us,0,1
2025-04-19,3148,193.233.146.31,2,microservices,1280,Checkout Page,0,0
2025-08-01,8903,14.1.27.214,0,computer vision,3840,Events Calendar,0,0
2025-08-01,1914,154.81.54.131,5,code review,1440,Features Overview,0,0
2025-02-17,9786,58.228.164.163,4,kubernetes,1280,Community Forum,0,1
2025-04-15,5327,31.164.134.135,2,data science,1440,Features Overview,1,1
2025-01-26,7509,54.103.216.115,4,big data,1440,Product Catalog,1,0
2025-08-13,8835,251.34.57.252,0,database design,1024,Home Page,1,0
2024-12-20,1039,28.250.22.237,5,web development,1024,Documentation,0,0
2025-01-19,4125,66.236.49.223,0,machine learning,768,User Dashboard,1,0
2025-09-11,5455,248.198.222.162,5,snowflake tutorial,1280,About Us,0,0
2025-07-07,9747,253.245.164.148,3,data science,768,Order Confirmation,0,0
2025-08-27,2398,216.19.168.46,2,business intelligence,2560,Case Studies,1,0
2025-05-20,5975,166.205.20.185,1,cloud computing,768,Community Forum,0,0
2025-05-22,1911,22.165.200.65,3,database design,1920,Tutorial: Getting Started,0,0
2025-03-29,3304,116.17.66.161,5,machine learning,1536,Support Portal,0,0
2025-01-02,5793,6.217.211.163,4,data science,1366,Home Page,0,0
2025-08-02,5316,97.58.209.195,4,microservices,3840,Support Portal,0,0
2025-04-17,4359,207.7.122.175,0,business intelligence,1366,Shopping Cart,0,1
2025-06-03,3947,209.147.236.216,1,data visualization,1440,Contact Information,1,0
2025-05-05,4108,241.183.195.26,2,agile methodology,1024,Contact Information,0,0
2024-11-25,6159,200.156.141.153,0,data warehouse,1024,Shopping Cart,0,0
2024-12-17,8832,176.90.133.103,0,project management,1920,Search Results,0,0
2025-06-14,3032,10.195.91.2,0,artificial intelligence,1920,Blog Post - Tech News,0,0
2025-08-07,2480,181.206.244.165,4,cloud computing,2560,Order Confirmation,0,0
2025-09-12,2926,109.63.40.217,4,api development,2560,Blog Post - Tech News,0,0
2025-09-02,8980,31.65.102.99,1,data warehouse,1024,Product Catalog,0,0
2025-11-11,5864,202.106.134.54,4,software engineering,1366,Checkout Page,1,0
2024-12-15,6555,171.106.59.84,1,machine learning,3840,Community Forum,0,0
2025-04-24,6849,163.105.8.84,2,data warehouse,1440,Product Details,1,0
2025-01-02,1014,197.201.9.161,0,,1536,User Dashboard,0,0
2025-07-21,7204,138.43.228.183,1,api development,1280,Testimonials,1,0
2025-03-23,7212,54.56.72.247,5,snowflake tutorial,1536,Shopping Cart,0,0
2025-10-21,8997,136.85.122.95,5,big data,1536,Contact Information,1,0
2025-02-14,6058,29.165.182.250,2,devops practices,1536,Terms of Service,0,0
2025-09-11,7018,169.54.137.135,0,kubernetes,2560,Checkout Page,1,0
2025-09-04,8357,123.131.218.53,1,code review,3840,Case Studies,0,0
2025-07-26,2488,120.150.199.236,5,data analytics,768,Press Releases,1,0
2025-05-24,3446,192.179.224.28,2,web development,1440,Blog Post - Tech News,1,0
2025-07-31,8096,135.178.27.195,4,sql queries,1366,Product Catalog,1,0
2025-07-18,9352,170.71.248.50,5,unit testing,1366,Features Overview,0,0
2025-04-25,7665,140.100.186.225,2,computer vision,1366,Privacy Policy,1,0
2025-09-20,2480,198.9.149.169,2,numpy arrays,1366,Home Page,0,1
2025-02-27,2118,223.86.71.152,4,python tutorial,2560,About Us,0,0
2025-11-14,3544,239.55.73.133,0,data visualization,1920,Terms of Service,0,0
2025-02-24,5958,240.100.219.76,0,big data,1280,Events Calendar,0,0
2025-02-11,7808,236.136.226.90,0,web development,1536,Search Results,0,0
2025-04-06,6168,19.91.199.101,1,big data,1920,Customer Reviews,1,0
2025-06-08,3644,24.140.217.43,0,python tutorial,768,Documentation,1,0
2025-07-10,8831,33.63.200.145,5,business intelligence,1440,News and Updates,1,0
2025-10-09,4725,96.62.43.31,2,data visualization,2560,Customer Reviews,0,0
2025-10-10,8651,124.55.196.115,5,,1440,Order Confirmation,1,1
2025-01-02,4793,60.30.212.55,3,api development,1920,Pricing Plans,0,0
2025-07-09,8448,47.16.82.172,2,project management,1920,Blog Post - Tech News,1,0
2025-07-26,6402,165.68.121.63,4,numpy arrays,1366,Features Overview,0,0
2024-12-19,7339,92.133.69.3,4,code review,2560,Press Releases,0,1
2025-06-08,5961,238.149.198.217,2,python tutorial,1920,Case Studies,0,1
2025-06-11,7966,202.64.183.101,1,python tutorial,3840,Features Overview,0,0
2025-06-24,2985,218.155.44.44,3,business intelligence,1366,User Dashboard,0,1
2025-08-19,4751,226.124.230.129,4,python tutorial,3840,Help Center,0,0
2024-12-28,5291,216.53.183.80,4,data science,768,Product Catalog,0,0
2025-04-02,2441,170.177.66.130,3,api development,1536,Privacy Policy,1,0
2025-09-05,2962,23.30.247.176,5,unit testing,1366,Terms of Service,0,0
2025-06-09,3164,106.213.247.110,2,data science,3840,Product Details,0,0
2025-07-01,9024,243.247.115.146,0,numpy arrays,1536,Help Center,0,0
2025-06-18,6829,193.250.8.134,4,,1440,Community Forum,0,0
2025-02-19,2439,22.80.163.111,5,,768,Order Confirmation,0,0
2025-05-21,3214,241.64.171.205,2,neural networks,1280,Partners Page,0,0
2024-11-24,8528,203.151.155.10,3,software engineering,2560,Product Catalog,0,0
2024-12-09,4247,169.217.65.166,5,kubernetes,768,Shopping Cart,0,1
2025-08-16,2128,151.252.221.168,2,kubernetes,2560,Press Releases,0,1
2025-08-03,4289,40.30.176.143,3,,1536,Careers,0,0
2025-07-02,6559,125.144.17.62,2,snowflake tutorial,1536,Blog Post - Tech News,0,0
2025-08-08,7096,154.72.114.245,2,docker containers,1280,Community Forum,0,0
2024-12-26,7812,104.39.198.247,3,natural language processing,1024,About Us,0,0
2025-08-20,6547,177.251.204.18,0,python tutorial,2560,Terms of Service,0,0
2025-07-23,9577,131.19.159.104,5,,1440,Pricing Plans,0,0
2025-09-23,9988,167.108.223.24,5,,1024,Support Portal,1,1
2025-05-10,8013,189.143.184.170,4,sql queries,1366,Testimonials,0,0
2025-10-20,9789,161.255.14.19,2,api development,1366,News and Updates,0,0
2024-12-09,9569,65.235.241.80,0,docker containers,768,Careers,0,1
2024-11-29,4719,155.60.55.196,3,unit testing,1536,About Us,0,0
2025-01-22,5948,57.253.153.203,0,database design,1440,Testimonials,0,1
2025-10-06,7737,19.110.135.24,0,data analytics,1024,Contact Information,0,1
2024-12-17,5087,145.30.171.72,0,kubernetes,1366,Documentation,0,1
2025-06-23,9336,167.78.142.46,3,neural networks,1366,Terms of Service,0,0
2025-05-22,2571,80.115.36.252,1,api development,1536,Features Overview,0,1
2025-07-08,2373,7.242.176.81,2,data visualization,1920,Shopping Cart,0,0
2025-05-08,6523,79.54.181.139,1,deep learning,1280,Support Portal,0,1
2025-07-29,6594,194.79.169.212,4,big data,1280,Product Catalog,0,1
2025-07-28,3948,37.14.76.84,4,sql queries,1280,Testimonials,0,0
2025-05-09,5709,168.217.148.89,4,data science,1024,Careers,0,0
2024-12-11,8701,110.209.139.101,0,business intelligence,768,Events Calendar,0,0
2025-05-10,9752,91.161.14.134,3,data science,1024,FAQ - Frequently Asked Questions,0,0
2025-06-09,9441,144.65.4.131,0,devops practices,2560,Press Releases,0,0
2025-05-02,4005,105.33.16.162,0,project management,1024,Search Results,0,0
2025-03-21,5013,139.14.15.158,0,code review,768,Community Forum,0,0
2024-12-26,4944,244.106.250.230,1,big data,1920,Home Page,1,0
2024-12-01,4716,89.52.6.254,5,numpy arrays,768,Tutorial: Getting Started,0,0
2025-01-22,6183,34.145.208.32,5,python tutorial,1366,Product Catalog,0,1
2025-03-16,6971,240.87.168.205,3,,2560,Documentation,0,1
2025-09-27,2675,122.223.154.21,2,natural language processing,1920,Case Studies,0,0
2025-11-19,8146,84.218.130.232,2,business intelligence,1024,Shopping Cart,1,0
2025-04-26,2649,254.156.167.12,3,natural language processing,1440,Partners Page,0,1
2025-06-11,3888,111.70.253.253,5,machine learning,3840,Privacy Policy,0,1
2025-04-17,4820,49.175.2.138,0,api development,768,Careers,0,0
2025-07-01,3338,74.65.181.93,4,project management,2560,Careers,0,0
2025-04-03,7454,6.116.88.183,1,microservices,1024,Checkout Page,0,0
2025-07-25,2404,252.211.111.201,1,database design,3840,Press Releases,0,0
2025-09-20,6521,94.62.151.26,3,pandas dataframe,768,Features Overview,0,1
2025-05-19,4365,143.106.28.20,4,data analytics,3840,User Dashboard,0,0
2025-05-30,6711,240.172.191.124,5,code review,1280,Account Settings,0,1
2025-03-09,4432,160.72.8.254,5,web development,2560,Press Releases,0,0
2025-04-17,9077,160.181.31.247,0,,1024,Search Results,0,0
2024-11-30,3449,120.180.178.93,1,project management,1920,Careers,0,0
2025-06-23,5276,38.74.87.10,1,microservices,1280,Account Settings,0,1
2025-01-29,5726,20.185.78.218,0,software engineering,1024,About Us,0,0
2025-07-02,1391,212.130.141.222,4,devops practices,1024,Search Results,0,0
2025-02-18,3337,116.104.50.16,0,,3840,Order Confirmation,0,0
2025-11-10,3669,224.16.97.26,3,cloud computing,1024,Product Details,0,0
2025-06-20,2545,13.185.151.207,5,python tutorial,3840,Account Settings,0,0
